MANAGEMENT_TYPE_USE,MANAGEMENT_STATUS_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR,REGION,ZONE_USE,SPP_NAME,CLUSTER
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF PUERTO RICO AND THE U.S. VIRGIN ISLANDS,COMMERCIAL,ALL,CARIBBEAN,ALL,"LOBSTER, CARIBBEAN SPINY",1575
CLOSURE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,TILEFISH,1576
QUOTA,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"GROUPER, SNOWY",1577
QUOTA,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, VERMILION",1578
QUOTA,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"PORGY, RED",1579
TRIP LIMIT,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"PORGY, RED",1580
TRIP LIMIT,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"TILEFISH, BLUELINE",1581
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, YELLOWTAIL",1582
TRIP LIMIT,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"AMBERJACK, GREATER",1583
QUOTA,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"AMBERJACK, GREATER",1584
LIMITED SPECIES,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1585
PROHIBITED SALE AND PURCHASE,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF NORTH CAROLINA AND SOUTH CAROLINA,"GROUPER, RED",1586
PROHIBITED SALE AND PURCHASE,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF NORTH CAROLINA AND SOUTH CAROLINA,"GROUPER, RED",1587
CLOSURE,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF NORTH CAROLINA AND SOUTH CAROLINA,"GROUPER, RED",1588
CLOSURE,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF NORTH CAROLINA AND SOUTH CAROLINA,"GROUPER, RED",1589
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"PORGY, RED",1590
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"PORGY, RED",1591
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"GROUPER, GAG",1592
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"GROUPER, GAG",1593
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"GROUPER, BLACK",1594
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"GROUPER, BLACK",1595
SPAWNING SEASON LIMIT,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,"AMBERJACK, GREATER",1596
SPAWNING SEASON LIMIT,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"AMBERJACK, GREATER",1597
LIMITED SPECIES,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,FOR-HIRE,SOUTH ATLANTIC,ALL,"PORGY, RED",1598
LIMITED SPECIES,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"PORGY, RED",1599
POSSESSION LIMIT,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"PORGY, RED",1600
PROHIBITED SALE AND PURCHASE,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"PORGY, RED",1601
CLOSURE,SEASONAL,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, VERMILION",1602
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, SILK",1603
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, QUEEN",1604
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, BLACKFIN",1605
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, BLACKFIN",1606
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, SILK",1607
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, QUEEN",1608
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,OFF TEXAS,"SNAPPER, RED",1609
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,ALL,"SNAPPER, RED",1610
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, RED",1611
ACT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,"SNAPPER, RED",1612
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,OFF LOUISIANA,"SNAPPER, RED",1613
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,OFF MISSISSIPPI,"SNAPPER, RED",1614
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,OFF ALABAMA,"SNAPPER, RED",1615
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,OFF FLORIDA,"SNAPPER, RED",1616
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1617
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1618
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, RED",1619
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,"SNAPPER, RED",1620
ACT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, RED",1621
ACT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,ALL,"SNAPPER, RED",1622
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, RED",1623
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, RED",1624
QUOTA,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,HOOK AND LINE,SOUTH ATLANTIC,ALL,TILEFISH,1625
QUOTA,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,ALL,TILEFISH,1626
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1627
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1628
MSY,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1629
MSY,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1630
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1631
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1632
ACT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, MUTTON",1633
ABC,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"AMBERJACK, GREATER",1634
ABC,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"AMBERJACK, GREATER",1635
OFL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"AMBERJACK, GREATER",1636
OFL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"AMBERJACK, GREATER",1637
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1638
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1639
MSY,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1640
MSY,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1641
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF GEORGIA SOUTH CAROLINA AND NORTH CAROLINA,HOGFISH,1642
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1643
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1644
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF GEORGIA SOUTH CAROLINA AND NORTH CAROLINA,HOGFISH,1645
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF GEORGIA SOUTH CAROLINA AND NORTH CAROLINA,HOGFISH,1646
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF GEORGIA SOUTH CAROLINA AND NORTH CAROLINA,HOGFISH,1647
ACT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1648
ACT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF GEORGIA SOUTH CAROLINA AND NORTH CAROLINA,HOGFISH,1649
OFL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"GROUPER, RED",1650
OFL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"GROUPER, RED",1651
ABC,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"GROUPER, RED",1652
ABC,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"GROUPER, RED",1653
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"TILEFISH, BLUELINE",1654
ABC,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"TILEFISH, BLUELINE",1655
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"GROUPER, GAG",1656
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"GROUPER, GAG",1657
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,WRECKFISH,1658
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WRECKFISH,1659
QUOTA,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,PRIVATE,GULF OF MEXICO,ALL,"SNAPPER, RED",1660
QUOTA,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,ALL,"SNAPPER, RED",1661
ACL,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, YELLOWTAIL",1662
ACT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,"SNAPPER, YELLOWTAIL",1663
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,HOGFISH,1664
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,HOGFISH,1665
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, MUTTON",1666
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, MUTTON",1667
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, CUBERA",1668
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, CUBERA",1669
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, LANE",1670
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, LANE",1671
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, VERMILION",1672
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, VERMILION",1673
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, YELLOWTAIL",1674
ACL,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, YELLOWTAIL",1675
TAC,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"TRIGGERFISH, GRAY",1676
QUOTA,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"TRIGGERFISH, GRAY",1677
IGNORABLE,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, RED",1678
TRIP LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,"AMBERJACK, GREATER",1679
QUOTA RELEASED,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,ALL,"SNAPPER, RED",1680
TRIP LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1681
TRIP LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF GEORGIA SOUTH CAROLINA AND NORTH CAROLINA,HOGFISH,1682
IGNORABLE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,NORTH OF 35°15.19' N. LAT. CAPE HATTERAS LIGHT NC,SCUP,1683
IGNORABLE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,NORTH OF 35°15.19' N. LAT. CAPE HATTERAS LIGHT NC,SCUP,1684
MSY PROXY,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1685
MSY PROXY,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1686
IGNORABLE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,NORTH OF 35°15.19' N. LAT. CAPE HATTERAS LIGHT NC,"BASS, BLACK SEA",1687
IGNORABLE,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,NORTH OF 35°15.19' N. LAT. CAPE HATTERAS LIGHT NC,"BASS, BLACK SEA",1688
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,SOUTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1689
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,FOR-HIRE,GULF OF MEXICO,SOUTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1690
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1691
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1692
BAG LIMIT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1693
BAG LIMIT,ONCE,FEDERAL,EEZ,REEF FISH RESOURCES OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,NORTH OF 25°09' N. LAT. OFF THE WEST COAST OF FLORIDA,HOGFISH,1694
BAG LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1695
BAG LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF GEORGIA SOUTH CAROLINA AND NORTH CAROLINA,HOGFISH,1696
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1697
MINIMUM SIZE LIMIT,ONCE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF THE FLORIDA KEYS AND EAST COAST OF FLORIDA,HOGFISH,1698
