MANAGEMENT_TYPE_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR_USE,REGION,SPP_NAME,CLUSTER
FISHING SEASON,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,BULLY NET,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",537
FISHING SEASON,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,HOOP NET,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",538
FISHING SEASON,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,DIVING,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",539
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,DIVING,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",540
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,DIVING,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",541
TURTLE RELEASE GEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAWL,GULF OF MEXICO,ALL,542
TURTLE RELEASE GEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAWL,GULF OF MEXICO,ALL,543
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",544
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",545
CLOSURE,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,ALL,546
PERMIT MORATORIUM,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",547
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",548
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,GULF OF MEXICO,"LOBSTER, CARIBBEAN SPINY",549
FISHING SEASON,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",550
PROHIBITED GEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,TRAP,GULF OF MEXICO,"SHRIMP, ROYAL RED",551
PROHIBITED GEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,TRAP,GULF OF MEXICO,"SHRIMP, ROYAL RED",552
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,SHRIMP FISHERY OF THE SOUTH ATLANTIC,COMMERCIAL,TRAWL,SOUTH ATLANTIC,"SHRIMP, ROCK",553
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,GILLNET,SOUTH ATLANTIC,"MACKEREL, KING",554
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,555
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,556
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",557
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,SOUTH ATLANTIC,"MACKEREL, KING",558
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,PURSE SEINE,SOUTH ATLANTIC,"MACKEREL, SPANISH",559
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,SOUTH ATLANTIC,"MACKEREL, SPANISH",560
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,ALL,561
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,ALL,562
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,MID ATLANTIC,"MACKEREL, KING",563
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,MID ATLANTIC,"MACKEREL, KING",564
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,MID ATLANTIC,ALL,565
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,MID ATLANTIC,ALL,566
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,PURSE SEINE,MID ATLANTIC,"MACKEREL, SPANISH",567
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,PURSE SEINE,MID ATLANTIC,"MACKEREL, SPANISH",568
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,LOBSTER TRAPS,SOUTH ATLANTIC,ALL,569
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,LOBSTER TRAPS,SOUTH ATLANTIC,ALL,570
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,LOBSTER TRAPS,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",571
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,LOBSTER TRAPS,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",572
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,POTS AND TRAPS,SOUTH ATLANTIC,ALL,573
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,TRAWL,SOUTH ATLANTIC,ALL,574
MSST,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,COBIA,575
MSST,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,COBIA,576
MSST,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",577
MSST,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",578
MSST,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, KING",579
MSST,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, KING",580
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,SOUTH ATLANTIC,DOLPHIN,581
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,SOUTH ATLANTIC,DOLPHIN,582
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,SOUTH ATLANTIC,DOLPHIN,583
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,DOLPHIN,584
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,GULF OF MEXICO,DOLPHIN,585
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,DOLPHIN,586
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,GULF OF MEXICO,CERO,587
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,GULF OF MEXICO,CERO,588
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,GULF OF MEXICO,CERO,589
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,CERO,590
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,GULF OF MEXICO,BLUEFISH,591
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,BLUEFISH,592
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",593
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",594
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,DRIFT GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",595
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,"MACKEREL, SPANISH",596
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,MID ATLANTIC,ALL,597
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,MID ATLANTIC,ALL,598
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,LONG GILLNET,MID ATLANTIC,"MACKEREL, KING",599
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,LONG GILLNET,MID ATLANTIC,"MACKEREL, KING",600
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,BANDIT GEAR,MID ATLANTIC,DOLPHIN,601
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BANDIT GEAR,MID ATLANTIC,DOLPHIN,602
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,MID ATLANTIC,WAHOO,603
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,MID ATLANTIC,WAHOO,604
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,MID ATLANTIC,WAHOO,605
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,MID ATLANTIC,WAHOO,606
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,MID ATLANTIC,DOLPHIN,607
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,MID ATLANTIC,DOLPHIN,608
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,MID ATLANTIC,DOLPHIN,609
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,MID ATLANTIC,DOLPHIN,610
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,MID ATLANTIC,DOLPHIN,611
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,MID ATLANTIC,DOLPHIN,612
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,BANDIT GEAR,MID ATLANTIC,WAHOO,613
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BANDIT GEAR,MID ATLANTIC,WAHOO,614
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,AUTOMATIC REEL,MID ATLANTIC,WAHOO,615
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,AUTOMATIC REEL,MID ATLANTIC,WAHOO,616
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,SOUTH ATLANTIC,WAHOO,617
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,BANDIT GEAR,NORTH ATLANTIC,DOLPHIN,618
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BANDIT GEAR,NORTH ATLANTIC,DOLPHIN,619
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,AUTOMATIC REEL,NORTH ATLANTIC,DOLPHIN,620
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,AUTOMATIC REEL,NORTH ATLANTIC,DOLPHIN,621
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,NORTH ATLANTIC,WAHOO,622
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,NORTH ATLANTIC,WAHOO,623
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,NORTH ATLANTIC,WAHOO,624
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,NORTH ATLANTIC,WAHOO,625
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,NORTH ATLANTIC,WAHOO,626
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,NORTH ATLANTIC,WAHOO,627
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,NORTH ATLANTIC,DOLPHIN,628
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,NORTH ATLANTIC,DOLPHIN,629
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,NORTH ATLANTIC,DOLPHIN,630
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,NORTH ATLANTIC,DOLPHIN,631
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,NORTH ATLANTIC,WAHOO,632
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,NORTH ATLANTIC,WAHOO,633
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SEA BASS POT,SOUTH ATLANTIC,"BASS, BLACK SEA",634
CLOSURE,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,BOTTOM LONGLINE,SOUTH ATLANTIC,ALL,635
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,NORTH ATLANTIC,DOLPHIN,636
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,NORTH ATLANTIC,DOLPHIN,637
FISHING SEASON,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,NON-TRAP,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",638
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,LOBSTER TRAPS,SOUTH ATLANTIC,ALL,639
TRAP SPECIFICATIONS,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,LOBSTER TRAPS,SOUTH ATLANTIC,ALL,640
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,SPEARFISHING,SOUTH ATLANTIC,COBIA,641
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SPEARFISHING,SOUTH ATLANTIC,COBIA,642
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,SPEARFISHING,MID ATLANTIC,COBIA,643
PERMITTED AND AUTHORIZED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,SPEARFISHING,MID ATLANTIC,COBIA,644
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,SOUTH ATLANTIC,"MACKEREL, SPANISH",645
PROHIBITED GEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,DRIFT GILLNET,GULF OF MEXICO,"MACKEREL, KING",646
FISHING SEASON,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,NON-TRAP,GULF OF MEXICO,ALL,647
FISHING SEASON,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,NON-TRAP,GULF OF MEXICO,ALL,648
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,DREDGE,SOUTH ATLANTIC,ALL,649
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,TRAWL,SOUTH ATLANTIC,ALL,650
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BOTTOM LONGLINE,SOUTH ATLANTIC,ALL,651
CLOSURE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POTS AND TRAPS,SOUTH ATLANTIC,ALL,652
PROHIBITED GEAR,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,LOBSTER TRAPS,SOUTH ATLANTIC,"LOBSTER, CARIBBEAN SPINY",653
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,RECREATIONAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",654
FISHING YEAR,FEDERAL,EEZ,COASTAL MIGRATORY PELAGIC RESOURCES,COMMERCIAL,ALL,GULF OF MEXICO,"MACKEREL, SPANISH",655
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,POTS AND TRAPS,SOUTH ATLANTIC,ALL,656
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,DREDGE,SOUTH ATLANTIC,ALL,657
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,BOTTOM TRAWL,SOUTH ATLANTIC,ALL,658
CLOSURE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,BOTTOM LONGLINE,SOUTH ATLANTIC,ALL,659
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,660
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,661
HARVEST METHOD,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BOTTOM TRAWL,GULF OF MEXICO,ALL,662
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BUOY GEAR,GULF OF MEXICO,ALL,663
CLOSURE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,POTS AND TRAPS,GULF OF MEXICO,ALL,664
FISHING SEASON,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,"DRUM, RED",665
FISHING SEASON,FEDERAL,EEZ,RED DRUM FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,"DRUM, RED",666
HARVEST METHOD,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,SEA BASS POT/TRAP,SOUTH ATLANTIC,ALL,667
PROHIBITED SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,WRECKFISH,668
PROHIBITED SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,ALL,SOUTH ATLANTIC,WRECKFISH,669
ALLOWABLE SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,"TILEFISH, SAND",670
ALLOWABLE SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,"TILEFISH, BLUELINE",671
ALLOWABLE SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,TILEFISH,672
ALLOWABLE SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,"GROUPER, MISTY",673
ALLOWABLE SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,"GROUPER, YELLOWEDGE",674
ALLOWABLE SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,"GROUPER, WARSAW",675
ALLOWABLE SPECIES,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,COMMERCIAL,LONGLINE,SOUTH ATLANTIC,"GROUPER, SNOWY",676
FISHING YEAR,FEDERAL,EEZ,SNAPPER-GROUPER FISHERY OF THE SOUTH ATLANTIC REGION,RECREATIONAL,ALL,SOUTH ATLANTIC,"AMBERJACK, GREATER",677
